epoch,train_loss,val_loss,lr,tr_R2,va_R2,tr_RMSE,va_RMSE,tr_MAE,va_MAE
22,0.1390700335781004,0.1725154346590587,0.001,0.7161858081817627,0.6205424070358276,0.5327421718059869,0.6024013961736552,0.41950270533561707,0.4685366749763489
23,0.13804991194383198,0.15846606542292588,0.001,0.7452994585037231,0.6531412601470947,0.5046786517144121,0.5759445776584714,0.3898927569389343,0.4433152675628662
24,0.13504065941769,0.1618866514313992,0.001,0.7314584255218506,0.6447985172271729,0.5182099714190662,0.582829791674145,0.4033922553062439,0.44898295402526855
25,0.1331865733158491,0.16380347939160209,0.001,0.732363224029541,0.6413071155548096,0.5173362886702457,0.5856872023989896,0.40070241689682007,0.4529099762439728
26,0.1335309215932991,0.1644347910789746,0.001,0.742202877998352,0.6392855644226074,0.5077372275097873,0.587335343317229,0.3933323621749878,0.45114657282829285
27,0.1341897113867249,0.17420270693840953,0.001,0.714166522026062,0.6129683256149292,0.5346339942205887,0.6083837418595346,0.41634321212768555,0.4697214961051941
28,0.1324083218766097,0.17363881626109695,0.001,0.7284851670265198,0.6151591539382935,0.5210708807598086,0.6066594137511025,0.40627092123031616,0.4683365225791931
29,0.13298033647430968,0.16277386270561686,0.001,0.7481631636619568,0.64227694272995,0.5018335044019735,0.5848949057576498,0.3911360502243042,0.451753169298172
30,0.1314370357019304,0.16536407063236344,0.001,0.748282790184021,0.6350400447845459,0.501714271090607,0.5907816220060124,0.3888346254825592,0.45339739322662354
31,0.12978843309111515,0.16314508600835148,0.001,0.7448744177818298,0.6440366506576538,0.5050996060387422,0.5834545168568511,0.3990548253059387,0.45460471510887146
32,0.12875838799440703,0.16493209016936722,0.001,0.7636135220527649,0.6348679661750793,0.48619594079794237,0.590920885841988,0.3781091868877411,0.4516054391860962
33,0.12646957341878579,0.16805713258482569,0.001,0.7457588911056519,0.6301686763763428,0.504223331966097,0.5947113035151865,0.3924432694911957,0.4605986177921295
34,0.127146249203209,0.16931464428132387,0.0001,0.7611191272735596,0.6242033243179321,0.48875440941892323,0.5994884605140239,0.37831398844718933,0.4587636888027191
35,0.11529692849851747,0.16205950348877113,0.0001,0.781692624092102,0.6433289647102356,0.46723376462864835,0.5840342063439126,0.3620988726615906,0.44812583923339844
36,0.1121196739483164,0.1609794145306176,0.0001,0.7864298224449158,0.646523118019104,0.4621365356202474,0.5814131969107618,0.3590426445007324,0.4468678832054138
37,0.11024491820070478,0.16213492206335817,0.0001,0.7896773219108582,0.643712043762207,0.45860953750599676,0.5837205016383905,0.3556518852710724,0.4482547640800476
38,0.10917690062365738,0.16367575859245234,0.0001,0.791645884513855,0.6394332647323608,0.4564582134051088,0.5872150734623981,0.35405397415161133,0.44948121905326843
